"(Benchmark_method, commit)",Move Class,Remove Class Annotation,Extract Class,Move Method,Add Parameter,Extract Method,Extract Variable,Replace Variable With Attribute,Change Parameter Type,Change Return Type,Change Attribute Type,Remove Attribute Annotation,Add Attribute Annotation,Remove Parameter,Change Variable Type,Remove Method Annotation,Add Class Annotation,Add Method Annotation,Extract And Move Method,Move Attribute,Extract Interface,Inline Variable,Inline Method,Parameterize Variable,Merge Attribute,Extract Superclass,Extract Subclass,Push Down Method,Push Down Attribute,Remove Variable Annotation,Merge Variable,Change Package,Modify Class Annotation,Modify Attribute Annotation,Move Source Folder,Reorder Parameter,Pull Up Attribute,Pull Up Method,Move And Inline Method,Extract Attribute,Split Parameter,Modify Method Annotation,Split Attribute,Merge Parameter,Remove Parameter Annotation,Add Parameter Annotation,Add Variable Annotation,Split Variable,sum,delta
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileChannelViaRandomFile,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStorePutBenchmark.testMap,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkRead.testBytesRead,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parseQuote,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkWrite.testByteBufferRead,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testDirect,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileChannel,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testField,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkWrite.testBytesRead,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testField,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileChannel,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.reader,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parsePipeQuote,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileInputStream,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStoreGetBenchmark.testMap,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileChannelViaRandomFile,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandler,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testDirect,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.memoryMappedFile,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testAsm,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethod,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerField,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandlerExact,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.UnescapeBenchmark.unescape,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStorePutBenchmark.testKeyObjectStore,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.DiscriminatorBenchmark.testNoDiscriminator,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testInputStreamReaderFromChannelInputStream,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.memoryMappedFileBytes,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerExact,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.DiscriminatorBenchmark.testWithDiscriminatorWithPartialKeys,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFiles,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFiles,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandlerField,46f9e7e1f6fc464aa39b74927f4f338800ee25c0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parse,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parsePipe,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.MapperCacheBenchmark.testGet,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testAsm,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.fileChannelBytes,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkRead.testByteBufferRead,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStoreGetBenchmark.testKeyObjectStore,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileInputStream,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.intputStreamBytes,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandler,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethod,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.DiscriminatorBenchmark.testWithDiscriminatorWithKeys,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parseTrim,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.DiscriminatorBenchmark.testWithDiscriminator,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileChannelViaRandomFile,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStorePutBenchmark.testMap,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkRead.testBytesRead,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parseQuote,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkWrite.testByteBufferRead,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testDirect,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileChannel,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testField,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkWrite.testBytesRead,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testField,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileChannel,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.reader,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parsePipeQuote,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileInputStream,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStoreGetBenchmark.testMap,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileChannelViaRandomFile,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandler,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testDirect,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.memoryMappedFile,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testAsm,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethod,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerField,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandlerExact,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.UnescapeBenchmark.unescape,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStorePutBenchmark.testKeyObjectStore,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.DiscriminatorBenchmark.testNoDiscriminator,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testInputStreamReaderFromChannelInputStream,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.memoryMappedFileBytes,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerExact,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.DiscriminatorBenchmark.testWithDiscriminatorWithPartialKeys,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFiles,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFiles,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandlerField,45b89c0dc83c4c3535997f408e0bf66061371b2d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
