"(Benchmark_method, commit)",Add Class Annotation,Extract Variable,Change Return Type,Remove Method Annotation,Extract Method,Inline Variable,Add Parameter,Pull Up Method,Extract And Move Method,Add Method Annotation,Change Variable Type,Modify Method Annotation,Move Method,Change Attribute Type,Change Parameter Type,Add Attribute Annotation,Extract Class,Pull Up Attribute,Remove Parameter,Modify Class Annotation,Remove Class Annotation,Remove Attribute Annotation,Push Down Method,Move Class,Extract Superclass,Extract Interface,sum,delta
"(org.eclipse.collections.impl.jmh.CollectTest.serial_eager_scala,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.PartitionTest.serial_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.IntIntMapSmallStressTest.jdkPut,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxByDoubleTest.maxByMarketValue_parallel_lazy_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.IntIntMapLargeStressTest.ecGet,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SummarizeIntTest.serial_eager_summaryStatistics_intList,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MinByDoubleTest.minByMarketValue_serial_lazy_collect_methodref_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxByDoubleTest.maxByMarketValue_parallel_lazy_direct_lambda_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByCategory_serial_lazy_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.IntIntMapSmallStressTest.jdkRemove,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupByListTest.groupBy_10000_keys_serial_lazy_streams_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MinTest.parallel_lazy_reverse_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnagramBagTest.parallel_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.RejectTest.serial_lazy_jdk_lambda_not,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumByDoubleTest.sumByAccount_parallel_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CollectorJoiningTest.serial_eager_primitiveMakeString_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.set.sorted.SortedSetContainsTest.contains_immutable_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.NoneSatisfyTest.short_circuit_middle_parallel_lazy_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.NoneSatisfyTest.short_circuit_middle_serial_eager_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxTest.serial_lazy_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumOfIntTest.parallel_lazy_mapToIntSum_streams_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MinByIntTest.minByQuantity_serial_lazy_collect_lambda_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_10000_keys_parallel_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CollectTest.serial_eager_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CountSetTest.parallel_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.list.ListIterationTest.parallel_immutable_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.LongIntMapTest.put,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnySatisfyTest.process_all_serial_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.FunctionalInterfaceSetTest.parallel_lazy_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AllSatisfyTest.short_circuit_middle_parallel_lazy_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.list.ListIterationTest.serial_mutable_scala,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.PartitionTest.serial_eager_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByCategory_serial_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnagramListTest.serial_lazy_streams_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_2_keys_serial_eager_scala,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.FlatCollectTest.serial_lazy_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_10000_keys_serial_lazy_streams_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.map.KolobokeMutableMapGetTest.get,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_10000_keys_parallel_lazy_scala,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.map.ChainMapPutTest.scala,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.FunctionalInterfaceTest.serial_eager_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumByDoubleTest.sumByAccount_serial_eager_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumByDoubleTest.sumByProduct_parallel_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumOfDoubleTest.parallel_lazy_collectDoubleSum_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.map.TroveMutableMapGetTest.get,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MinTest.parallel_lazy_intstream_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumOfIntTest.serial_eager_sum_intList,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.set.sorted.SortedSetIterationTest.parallel_mutable_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxByDoubleTest.maxByMarketValue_serial_lazy_collect_lambda_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.NoneSatisfyTest.process_none_serial_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupByListTest.groupBy_100_keys_serial_lazy_scala,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.LongLongMapSmallStressTest.ecRemove,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.map.MapGrowthTest.mutableEcPut,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.FunctionalInterfaceSetTest.serial_eager_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxByDoubleTest.maxByMarketValue_serial_eager_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxByIntTest.maxByQuantity_parallel_lazy_collect_methodref_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CollectorJoiningTest.serial_eager_collectToStringJoining_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupByListTest.groupBy_100_keys_serial_eager_scala,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SummarizeIntTest.serial_lazy_summarizeInt_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.map.MapGrowthTest.immutableScalaPut,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupByListTest.groupBy_2_keys_serial_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxByDoubleTest.maxByMarketValue_serial_lazy_collect_methodref_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumByDoubleTest.sumByProduct_serial_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_parallel_eager_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnagramSetTest.serial_lazy_streams_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxTest.serial_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnagramBagTest.parallel_lazy_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupByListTest.groupBy_2_keys_serial_lazy_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CollectIfTest.serial_lazy_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_parallel_lazy_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumByDoubleTest.sumByAccount_serial_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnySatisfyTest.process_all_serial_lazy_streams_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_unordered_lists_10000_keys_serial_eager_guava,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxByIntTest.maxByQuantity_serial_lazy_collect_lambda_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.FunctionalInterfaceTest.serial_eager_scala,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MinTest.serial_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.IntIntMapLargeStressTest.kolobokeRemove,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SelectTest.parallel_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.IntIntMapSmallStressTest.kolobokeRemove,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_unordered_lists_10000_keys_serial_lazy_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumOfIntTest.parallel_lazy_mapToIntSum_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_parallel_lazy_scala,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AggregateByTest.aggregateInPlaceByCategory_parallel_eager_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_serial_lazy_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_streams_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_10000_keys_parallel_lazy_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.set.sorted.SortedSetIterationTest.parallel_immutable_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.ListAddAllTest.jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumOfDoubleTest.serial_eager_directSumOfDouble_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnagramBagTest.parallel_eager_forkjoin_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CountSetTest.serial_lazy_scala,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupByListTest.groupBy_10000_keys_serial_eager_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CollectTest.serial_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnySatisfyTest.short_circuit_middle_parallel_lazy_scala,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MinByIntTest.minByQuantity_serial_lazy_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.IntIntMapSmallStressTest.ecPut,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumByDoubleTest.sumByCategory_parallel_lazy_jdk,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SelectTest.parallel_eager_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.set.sorted.SortedSetIterationTest.serial_mutable_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CountSetTest.parallel_lazy_streams_ec,c6a814a505bdc3b5a3abd0cd498fd725caa18deb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
