"(Benchmark_method, commit)",Add Class Annotation,Extract Variable,Change Return Type,Remove Method Annotation,Extract Method,Inline Variable,Add Parameter,Pull Up Method,Extract And Move Method,Add Method Annotation,Change Variable Type,Modify Method Annotation,Move Method,Change Attribute Type,Change Parameter Type,Add Attribute Annotation,Extract Class,Pull Up Attribute,Remove Parameter,Modify Class Annotation,Remove Class Annotation,Remove Attribute Annotation,Push Down Method,Move Class,Extract Superclass,Extract Interface,sum,delta
"(org.eclipse.collections.impl.jmh.GroupByListTest.groupBy_2_keys_serial_lazy_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxByDoubleTest.maxByMarketValue_serial_lazy_collect_methodref_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumByDoubleTest.sumByProduct_serial_lazy_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.IntListJMHTest.filterJDKIntStreamParallel,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_parallel_eager_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnagramSetTest.serial_lazy_streams_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxTest.serial_lazy_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnagramBagTest.parallel_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupByListTest.groupBy_2_keys_serial_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CollectIfTest.serial_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_parallel_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumByDoubleTest.sumByAccount_serial_lazy_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnySatisfyTest.process_all_serial_lazy_streams_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_unordered_lists_10000_keys_serial_eager_guava,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxByIntTest.maxByQuantity_serial_lazy_collect_lambda_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.FunctionalInterfaceTest.serial_eager_scala,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MinTest.serial_lazy_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.IntIntMapLargeStressTest.kolobokeRemove,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SelectTest.parallel_lazy_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.IntListJMHTest.sumECBoxedEager,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.IntIntMapSmallStressTest.kolobokeRemove,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_unordered_lists_10000_keys_serial_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumOfIntTest.parallel_lazy_mapToIntSum_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_parallel_lazy_scala,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AggregateByTest.aggregateInPlaceByCategory_parallel_eager_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_serial_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_streams_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_10000_keys_parallel_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.set.sorted.SortedSetIterationTest.parallel_immutable_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.ListAddAllTest.jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumOfDoubleTest.serial_eager_directSumOfDouble_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnagramBagTest.parallel_eager_forkjoin_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CountSetTest.serial_lazy_scala,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupByListTest.groupBy_10000_keys_serial_eager_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CollectTest.serial_lazy_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnySatisfyTest.short_circuit_middle_parallel_lazy_scala,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MinByIntTest.minByQuantity_serial_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.IntIntMapSmallStressTest.ecPut,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.IntListJMHTest.filterMapSumECBoxedEager,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumByDoubleTest.sumByCategory_parallel_lazy_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SelectTest.parallel_eager_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.set.sorted.SortedSetIterationTest.serial_mutable_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CountSetTest.parallel_lazy_streams_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.set.sorted.SortedSetIterationTest.serial_immutable_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CollectorJoiningTest.parallel_lazy_makeString_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AggregateByTest.aggregateInPlaceByAccount_parallel_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MinByIntTest.minByQuantity_serial_lazy_direct_lambda_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CollectorJoiningTest.serial_lazy_mapToStringJoining_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupByListTest.groupBy_100_keys_serial_lazy_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumByDoubleTest.sumByAccount_parallel_eager_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.FunctionalInterfaceTest.serial_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumByBigDecimalTest.sumByBigDecimalCategory_serial_eager_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CollectTest.parallel_lazy_scala,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.NoneSatisfyTest.short_circuit_middle_serial_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.IntIntMapSmallStressTest.kolobokeGet,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.IntListJMHTest.filterECParallelEager,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CollectTest.serial_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.LongIntMapTest.remove,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnagramBagTest.serial_lazy_streams_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CountSetTest.serial_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CollectIfTest.serial_lazy_streams_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CountSetTest.parallel_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.map.ScalaImmutableMapGetTest.get,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnySatisfyTest.short_circuit_middle_serial_eager_scala,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_ec_hand_coded,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumByDoubleTest.sumByProduct_parallel_lazy_streams_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnagramListTest.parallel_lazy_streams_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CountSetTest.serial_eager_scala,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.LongLongMapLargeStressTest.ecPut,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_10000_keys_serial_lazy_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxTest.parallel_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_lazy_streams_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_parallel_lazy_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnySatisfyTest.short_circuit_middle_serial_eager_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AllSatisfyTest.short_circuit_middle_serial_lazy_streams_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupByListTest.groupBy_10000_keys_serial_lazy_scala,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupByListTest.groupBy_100_keys_serial_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_unordered_lists_100_keys_serial_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MinByIntTest.minByQuantity_parallel_lazy_collect_lambda_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.NoneSatisfyTest.process_none_serial_eager_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CountTest.parallel_lazy_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.PartitionTest.serial_lazy_streams_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumByBigDecimalTest.sumByBigDecimalCategory_parallel_eager_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.IntIntMapLargeStressTest.kolobokePut,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxByDoubleTest.maxByMarketValue_serial_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MinTest.parallel_lazy_streams_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CollectTest.parallel_lazy_streams_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CountTest.serial_lazy_scala,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxTest.parallel_lazy_reverse_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MinByDoubleTest.minByMarketValue_parallel_lazy_collect_methodref_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MinTest.serial_lazy_intstream_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.PartitionTest.serial_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SelectTest.serial_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumOfIntTest.serial_lazy_collectIntSum_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.AnySatisfyTest.short_circuit_middle_parallel_lazy_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.MaxByDoubleTest.maxByMarketValue_serial_lazy_direct_lambda_jdk,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.CountTest.serial_lazy_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_streams_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.SumByDoubleTest.sumByCategory_serial_lazy_streams_ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.collections.impl.jmh.ListEqualTest.ec,6f621e86fd4f388382cb0de86293b8397ef9cda9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
